A_CpG_ID	TCGA-W5-AA39-01A	TCGA-3X-AAVB-01A	TCGA-W5-AA2I-01A	TCGA-W5-AA38-01A	TCGA-W5-AA2G-01A	TCGA-4G-AAZO-01A	TCGA-W5-AA2X-01A	TCGA-W5-AA2Q-01A	TCGA-ZH-A8Y4-01A	TCGA-ZH-A8Y5-01A	TCGA-W5-AA2U-01A	TCGA-W5-AA34-01A	TCGA-ZH-A8Y1-01A	TCGA-ZU-A8S4-01A	TCGA-W5-AA2H-01A	TCGA-ZD-A8I3-01A	TCGA-W5-AA31-01A	TCGA-WD-A7RX-01A	TCGA-W5-AA2O-01A	TCGA-3X-AAVC-01A	TCGA-ZH-A8Y6-01A	TCGA-3X-AAVE-01A	TCGA-3X-AAVA-01A	TCGA-W5-AA2W-01A	TCGA-W5-AA2R-01A	TCGA-ZH-A8Y8-01A	TCGA-YR-A95A-01A	TCGA-ZH-A8Y2-01A	TCGA-W5-AA2T-01A	TCGA-W5-AA2Z-01A	TCGA-W5-AA30-01A	TCGA-W5-AA36-01A	TCGA-3X-AAV9-01A	TCGA-W6-AA0S-01A	TCGA-4G-AAZT-01A	TCGA-W5-AA33-01A
cg09091110	0.904727356484641	0.90210582248299	0.917516086483751	0.94282157648712	0.933583083043385	0.926903326537767	0.948876626342447	0.935999503609716	0.928900277213512	0.907582976471796	0.924984019593869	0.929561341943079	0.953892646949423	0.922078483824175	0.942172009037146	0.922672768870708	0.937360923798812	0.934931311892389	0.943022611566374	0.929294241144934	0.921985150138424	0.944615806935593	0.940093828295162	0.920221938620962	0.938817419591423	0.948604845316133	0.923073902871752	0.912970396366005	0.940021168561037	0.960340550241366	0.924722481993189	0.946488959151545	0.938170191982033	0.914446859208491	0.90923919821106	0.908563350109352
cg09121480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09124018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09168272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09203382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09226290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09248887	0.331917407375451	0.627344809602786	0.778150895986652	0.842697642805072	0.51214648020686	0.875801983956845	0.83322575544444	0.83100425328847	0.793100201876829	0.902996708408581	0.365339110419139	0.609532941936973	0.854253767232838	0.879528247808683	0.721953415280203	0.668692083233166	0.612543984574858	0.634307489497728	0.434206575581935	0.664773717191891	0.825196218433212	0.763586505403385	0.764305687818515	0.926357323188698	0.713871857826319	0.701677340838767	0.888699697809276	0.337212517024555	0.887786476779469	0.788861296705752	0.727585784696655	0.225811409727163	0.753706757091477	0.495113210301054	0.874358405760786	0.612717877842596
cg09294660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09321430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09325695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09334541	0.78323494337331	0.575741571047921	0.86392989764075	0.715770385242099	0.578706086270625	0.936618908541276	0.748236578895229	0.820986451275231	0.727704324054205	0.951804812690973	0.922153364476435	0.260901550884684	0.853263525549441	0.803175101978407	0.862405800843394	0.873990228961627	0.661994226911024	0.755391600522829	0.451975429751323	0.8601934389236	0.732303251839807	0.83936501766815	0.505586428574374	0.947259954244113	0.891354897643084	0.891927234236858	0.947954438073108	0.172975148757916	0.929772251092296	0.918315681160162	0.834236116186899	0.209127092955863	0.814562101722141	0.628766193068635	0.857811095067691	0.841828750823772
cg09334636	0.446486646857462	0.9235726890075	0.918514235713187	0.913725759128973	0.944619342700705	0.953105180136039	0.919224667138174	0.437152254101963	0.842823439571506	0.461595282436497	0.931569184561679	0.945173164748204	0.467329436283726	0.917338099202184	0.943814616311633	0.812381514695311	0.752084275817922	0.936075917901149	0.942696333705998	0.93850101483169	0.936863740058996	0.908919470009	0.938426991093099	0.328283762144765	0.887158152632024	0.84369698311568	0.92304684235619	0.883924470170152	0.846146974155098	0.949244070128637	0.929323354520589	0.92034401648757	0.912446285390391	0.900905461156712	0.940975972267419	0.667935439640509
cg09344219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09344229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09388113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09406715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09456493	0.79503443091477	0.738942094696515	0.830924711881032	0.751996599898954	0.824270358521778	0.870250940913802	0.837789338588555	0.770049624168049	0.83546710431946	0.868985930913177	0.750108807352703	0.861567843239581	0.795921951239784	0.750328614054888	0.645220612429938	0.760362001303682	0.468026143633337	0.786615583608482	0.869496027423034	0.809286184468284	0.859680407757489	0.750003944520506	0.841974930145323	0.874036117749375	0.723909423397861	0.811237349495707	0.861540124369111	0.889021137240293	0.888542677159822	0.77489789283824	0.771336977981614	0.804220168838949	0.705013918725149	0.791505652812625	0.832933011324378	0.744690406922622
cg09459740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09474625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09492074	0.533040895236517	0.451057128201116	0.812258123635945	0.697454454701	0.660360105487405	0.857554350822394	0.166603969797314	0.517618369005118	0.671566660960642	0.551632427440526	0.799527792969227	0.839785155760005	0.699672614221915	0.331394588579608	0.554953461301775	0.653991201273264	0.517123805653706	0.460567440777358	0.487384843377423	0.406120985345912	0.851893770691722	0.655354716270127	0.806030804157667	0.851650340458372	0.705874291613622	0.530948830854858	0.720627348853161	0.677334801739303	0.371835037063923	0.800728776542782	0.763399256100327	0.630178069927322	0.535455055455641	0.797396391492082	0.829583147953074	0.537703131751283
cg09526343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09552983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09566453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09581201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09593727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09597666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09612912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09640135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09671131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09690215	0.451443335518485	0.253441332489214	0.729867611263879	0.609556005044256	0.686481432614723	0.780602426326121	0.218682212369549	0.277420051438468	0.411212129923997	0.547939986566435	0.616550500754338	0.790749341030348	0.352239641837145	0.29389824594388	0.344313774743066	0.599961366715934	0.412576700716243	0.603881339435417	0.532702022002662	0.302174991074649	0.153942948064784	0.438101946625861	0.644811847346183	0.239190305233686	0.609843417370576	0.483252473768339	0.746844742000633	0.461889651008195	0.299100428208542	0.481968135593061	0.409164196883136	0.619851837192683	0.336034855051163	0.367604936022859	0.662174370426973	0.436398126634226
cg09690561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09700327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09712756	0.750921962190088	0.700258334330856	0.733286614191069	0.785646827088002	0.805854392914226	0.851899622398632	0.873656792718159	0.798291871956887	0.808552039729806	0.89360146732751	0.900975307604853	0.882063095459346	0.777224399687423	0.905795404911892	0.828422683618497	0.745235612930288	0.697194238102748	0.802178941388869	0.868515893476491	0.852894645149489	0.821779100683499	0.778025822255585	0.844166786186339	0.881157314138317	0.801616449096969	0.792175299067696	0.79585358129126	0.861928584984966	0.841534893007801	0.688174206610135	0.743657580322343	0.774199886419405	0.698098817765009	0.867686285698068	0.790477827065363	0.754194110713822
cg09713269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09741902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09785516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09791009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09808196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09829842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09838962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09853646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09860935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09881716	0.814079637796906	0.83097379764094	0.85893472029508	0.857472700570963	0.740128340492535	0.899962619640843	0.538101694074007	0.831673144712876	0.928903177677876	0.944159887523866	0.934790102256857	0.7139343980821	0.835464254991209	0.855685348092899	0.905242438539512	0.90076543358799	0.679917458886106	0.853662610351531	0.70839559162409	0.796650058842494	0.82978450908933	0.861460300357982	0.911173424774124	0.931116736320486	0.875284849870915	0.875077394468271	0.935764712896932	0.27763571335411	0.929963944638743	0.893993467463495	0.758746754435678	0.712368311780941	0.812278265344384	0.848659144413358	0.909394918322181	0.895715274246445
cg09894096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09908014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09921719	0.910002446949386	0.871429802151682	0.900699321415622	0.938671513347093	0.944403651666578	0.950830127728106	0.960029630566459	0.913492820672652	0.956113631654341	0.956408749743237	0.928525616859582	0.926176958836267	0.905691455017113	0.929688126974473	0.893436658632721	0.931707803386502	0.899480924593812	0.929697115599659	0.954856481146514	0.937335063185058	0.944857576248404	0.895058272408669	0.954673606742737	0.955551258760589	0.945903974102266	0.915741500206887	0.944462857432855	0.898167424452154	0.950365644469515	0.9355627924541	0.933106135820291	0.933440454512735	0.91272601203695	0.944699033385989	0.923501059827818	0.936972732066296
cg09991426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10054980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10090044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10101533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10113618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10131227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10174975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10188698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10188909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10202675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10208777	0.612666625945874	0.760058630204619	0.817075138168593	0.78209597942289	0.737109271242519	0.888115757921492	0.933443837815355	0.793561974923108	0.852927730251588	0.874256225507894	0.899057669507954	0.85998494531408	0.824671893680441	0.66011419247075	0.639044765385868	0.842002974810461	0.839650425591823	0.612880337945409	0.865083306841373	0.655874945020203	0.826226655693402	0.732924583447068	0.877526926228708	0.90141685749569	0.756129254688951	0.630241194202087	0.900001824131223	NA	0.767197459278307	0.859686186368115	0.723330141328593	0.814676780494696	0.571991963149301	0.793521373796496	0.777068947433084	0.680593654536548
cg10213886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10223155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10241247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10266189	0.955109493377484	0.973845921767958	0.973214879843031	0.959427791031964	0.97843869881992	0.984412968490884	0.983251794046371	0.964364710355527	0.983189570853087	0.98512697917076	0.985041391953999	0.977455697483118	0.966237458373933	0.98189974900547	0.964087150823445	0.965569152487785	0.959372196610178	0.95998755393405	0.982418382955306	0.949768514501892	0.976408363990627	0.973189154365608	0.985511131401247	0.982870856151149	0.974495187712254	0.972199599472703	0.983630309880467	0.977929692755248	0.98575697907198	0.973889067088362	0.963202678794561	0.971453910745275	0.966816452882209	0.975915365570816	0.970777226315636	0.970150946183211
cg10295683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10304084	0.952880731344491	0.946297252782753	0.963896044343408	0.951377433806078	0.961041026190338	0.959462910491793	0.959778045824232	0.962277299392719	0.960321707042795	0.971237097873264	0.943403454844636	0.970980367855773	0.964704578205536	0.963089446078277	0.96168131231628	0.946919800129225	0.95205319983512	0.955672415543678	0.96549738489968	0.954996265087602	0.951440992179779	0.91867725376964	0.977569927676119	0.968426434885927	0.968822432209895	0.963768400357996	0.966932800591581	0.65170542179247	0.968815112183509	0.957071675298436	0.888853752695613	0.966382295425975	0.968282100762061	0.965628542816804	0.958832186224649	0.952684958424595
cg10317162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10346147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10369313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10369444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10375884	0.381842690468679	0.483510450892402	0.248195592652979	0.414980178071636	0.356194861300947	0.418274194596877	0.387001132659878	0.168539798905844	0.603211044662575	0.0869735809782547	0.41793468748282	0.491905693680803	0.220140480797895	0.666238545773615	0.851927529393365	0.242155890709027	0.355973010937583	0.472589674648477	0.274979105701393	0.325167945376205	0.344403905610255	0.597732745149803	0.797443752639166	0.709491051355307	0.453020322044161	0.588231253823061	0.263666692082542	0.271592304783969	0.0946985030838776	0.50171322183769	0.52319820283469	0.243347432123367	0.761429866196087	0.915168385761155	0.48662404383735	0.454090802821044
cg10390329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10515439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10531521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10533493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10617091	NA	0.767693425478034	0.789043225394718	NA	0.849637958012065	0.858358581692866	0.902078329076951	NA	0.879485334918054	0.883825114030653	0.905898795293723	0.851479962754009	NA	0.881637099081032	NA	0.782759755128946	0.76493027759113	0.797353665985659	0.871419151401499	NA	0.851023588676093	0.741623083252165	0.894582728529088	0.889442451527649	0.842060596970742	0.787342202178248	0.856032412184371	NA	0.872879176124343	0.803647742197783	0.782597082508229	NA	0.76061995832074	0.819172020354287	0.843150494652489	0.821128641905314
cg10635350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10635719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10677688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10681811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10747758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10751914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10759572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10778931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10800519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10817408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10839128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10840054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10840615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10846614	0.557193105135002	0.264709647757192	0.253084890991809	0.31377831710858	0.266449281131073	0.306473457701007	0.229979068324789	0.184289465811498	0.381459208897505	0.669933924299383	0.37039454057124	0.127618148161549	0.173755799798116	0.451359951816097	0.442124645070899	0.445077298269146	0.432537277810061	0.445262590165588	0.24522680594537	0.21094954896753	0.55711526362884	0.454884072843747	0.171505867497514	0.139127365330471	0.201243031407309	0.44741047701056	0.867093679152747	0.227177452672435	0.0820676738102919	0.483220800902498	0.429492699961	0.138956827654173	0.482601386648229	0.341267533725394	0.661331370304405	0.396589465205659
cg10867456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10930679	0.887726432132404	0.837156554331921	0.930504820198756	0.904032625366212	0.794591338691304	0.923421529176773	0.882739352156929	0.952588962082673	0.944265675157203	0.940280849535554	0.945432607204353	0.902796235565461	0.940822461633848	0.936653011908724	0.930618692666067	0.792698649020258	0.851572548018653	0.927514667198359	0.958633688781994	0.765431983820823	0.888574219534908	0.917378737499485	0.932121357820182	0.924225570057353	0.875361094403523	0.934869864891047	0.92930939050024	0.584715465961118	0.924338110535982	0.905646708452385	0.927108282199032	0.943108437891178	0.89359920365438	0.873739657399633	0.856463887022662	0.887423450970477
cg10932815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10945028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
