A_CpG_ID	TCGA-FF-8061-01A	TCGA-FA-A7DS-01A	TCGA-RQ-A68N-01A	TCGA-GS-A9TQ-01A	TCGA-FA-A4XK-01A	TCGA-FF-8046-01A	TCGA-FA-A6HO-01A	TCGA-FF-A7CW-01A	TCGA-G8-6325-01A	TCGA-G8-6324-01A	TCGA-GS-A9TW-01A	TCGA-GR-7351-01A	TCGA-GR-A4D9-01B	TCGA-GR-A4D6-01A	TCGA-GS-A9U4-01A	TCGA-FF-8062-01A	TCGA-GS-A9TV-01A	TCGA-FA-A4BB-01A	TCGA-RQ-A6JB-01A	TCGA-GS-A9U3-01A	TCGA-FM-8000-01A	TCGA-FA-A82F-01A	TCGA-GS-A9TT-01A	TCGA-VB-A8QN-01A	TCGA-FF-8047-01A	TCGA-GR-A4D4-01A	TCGA-GS-A9TZ-01A	TCGA-FF-8042-01A	TCGA-FF-A7CQ-01A	TCGA-FF-A7CR-01A	TCGA-GR-A4D5-01A	TCGA-G8-6326-01A	TCGA-FF-8041-01A	TCGA-G8-6906-01A	TCGA-GS-A9TY-01A	TCGA-FF-A7CX-01A	TCGA-FA-8693-01A	TCGA-GS-A9TX-01A	TCGA-FA-A6HN-01A	TCGA-G8-6907-01A	TCGA-GS-A9TU-01A	TCGA-FA-A7Q1-01A	TCGA-RQ-AAAT-01A	TCGA-G8-6909-01A	TCGA-GR-7353-01A	TCGA-G8-6914-01A	TCGA-FF-8043-01A	TCGA-FA-A86F-01A
cg08979870	0.437952878066014	0.321831310194224	0.352176964979794	0.156905140383175	0.16161450677526	0.852252393547408	0.592863608458656	0.623065798190199	0.850775524119	0.645234283038627	0.259054016101519	0.576706484927397	0.335215663214956	0.457100569367632	0.698873573848001	0.787790857962461	0.808580241290949	0.759090949105002	0.660407319682416	0.408884981193416	0.214303039218101	0.368972906786345	0.0825283789879888	0.494060785840228	0.107382064348219	0.364572296176276	0.311724764205942	0.162221108222658	0.710618979108798	0.449436407486694	0.78564564517664	0.756315629551377	0.450709812175324	0.598973257109946	0.149392979461047	0.446096430390554	0.404817305008341	0.660654131752203	0.543812579639202	0.094603619337727	0.447706987855781	0.11800588044635	0.50313981487239	0.365844695656695	0.460164855653388	0.362062517474526	0.0990457137610304	0.66559784427843
cg08982952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08996709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09003326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09067990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09078643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09091110	0.9484783402427	0.933937499166978	0.934141278990319	0.946797571920059	0.932333765967951	0.934977678843671	0.918657244808773	0.953006796389939	0.896337459143774	0.909409015221324	0.951349841901799	0.911864638766208	0.937293821727721	0.934944247140115	0.942475205560524	0.899317806720299	0.945084121187466	0.936520965799147	0.963371950139645	0.957196651909273	0.917329054905451	0.917456054431178	0.917020714511038	0.943229227861829	0.95462574052499	0.942438928853856	0.875850190904205	0.943030237396208	0.949837634342073	0.715905618323243	0.94479832990762	0.928728063494759	0.919664825225097	0.939568400902628	0.9252070546497	0.940316658033126	0.944337847011354	0.93448703738278	0.929599020915038	0.946111211866826	0.946384198621249	0.933644127223083	0.941732731854143	0.933963039307923	0.93935402399028	0.9335359537868	0.96527250156141	0.948343201836937
cg09121480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09124018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09168272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09203382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09226290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09248887	0.74512048718937	0.333261315691784	0.362650113221433	0.461975794260763	0.26493657391156	0.77382683985998	0.493785861282157	0.684177811235699	0.728665254458855	0.568804343171598	0.47498584319878	0.570352243450566	0.546264256135891	0.679698015728852	0.839102136080781	0.460369631131155	0.840162472974484	0.543391817429297	0.351063635471214	0.529665805489249	0.230217737332678	0.494081522459524	0.0959302437364053	0.518195211263154	0.476778306026181	0.574773724699558	0.425213731983988	0.21717367884513	NA	0.534545491267398	0.587251141224006	0.718744496401564	0.473667219704102	0.521006789433582	0.193418402975478	0.851261182332155	0.480727000868213	0.735022111952303	0.496254616094883	0.250254982134753	0.764861380767861	0.117257030623212	0.219649234731394	0.425953211110358	0.716167634181919	0.391680619764878	0.149896593923336	0.748907749207014
cg09294660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09321430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09325695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09334541	0.7970562998813	0.486813545549292	0.798422856745135	0.861706766349442	0.708216082583295	0.912845180591241	0.896975683758886	0.825749316163805	0.895062746616531	0.912347111661425	0.59869335187917	0.754581273681111	0.71745877927465	0.907305154683655	0.931308654145588	0.630157301527445	0.90235422678434	0.885067371412871	0.917025571223432	0.764173633093482	0.781164010544556	0.918501842630382	0.599052249008598	0.889972661582551	0.87236320368603	0.899242385798693	0.54353135330472	0.909395832759096	0.863583666259208	0.857696578517986	0.922285359395875	0.918358887820737	0.916395271333328	0.925296503346359	0.922379404938705	0.918328984156325	0.930861733843923	0.915366475120111	0.657575413128948	0.880880489132506	0.807361768833125	0.178755708079053	0.867978650197647	0.913536148962496	0.677401019867808	0.816579053726457	0.883751661411801	0.885633552756436
cg09334636	0.948827389476393	0.956754099898084	0.518959643284115	0.956918299827482	0.329256821314479	0.959936676179656	0.955489865206301	0.88389384313472	0.953170294026008	0.959878951791668	0.952416993906553	0.954524213749516	0.932140890537513	0.956963241521619	0.945678596572797	0.944059433156528	0.945597684594142	0.924609599078127	0.947030338756757	0.950087498809679	0.946218360688396	0.830027752454188	0.194643745179545	0.931807568972786	0.959061985719178	0.935394909786409	0.947253374619141	0.922779334320233	0.950794422248315	0.845828926346832	0.874342684298712	0.951679218830965	0.791714405219492	0.954024604630869	0.908698284061253	0.9580113761634	0.952020175625999	0.957728681433201	0.953909891764528	0.653109827637222	0.93776355205192	0.946192203030199	0.944252077355304	0.551001397808188	0.953452659074433	0.870425882812394	0.938584550314554	0.938419899272392
cg09344219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09344229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09388113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09406715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09456493	0.560170527882816	0.783906439293983	0.343673353691904	0.685643507594808	0.355486828199211	0.649899069652403	0.508049172036792	0.44920110437463	0.491813535383401	0.601500438353782	0.421140587881761	0.798957961179969	0.725203083209426	0.434561232979034	0.70996219991471	0.664415458298211	0.62333459079969	0.573073160868892	0.319825670071164	0.462844053786923	0.304596694817941	0.519694136842866	0.513905016368823	0.454332037216251	0.206679631052264	0.460605364445994	0.429486811637865	0.476733528405046	0.469335954895738	0.512850895353401	0.622347208034949	0.622130480049033	0.395969589785843	0.81043817066717	0.604779622248591	0.220433373096761	0.740297067742901	0.541207443814878	0.506584817717863	0.199238847977421	0.406921753843168	0.304993444143685	0.311770979216228	0.4479179172062	0.378095060517362	0.359970232566461	0.248552568111777	0.63367293107091
cg09459740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09474625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09492074	0.150367879848695	0.175976956541852	0.249864988798568	0.141638783313577	0.145138766155476	0.647088710720174	0.316056846256372	0.411167937406992	0.656516978866052	0.543640164741016	0.240589708167297	0.73851885595487	0.569644532842037	0.742619586544784	0.425675040919016	0.382232904214487	0.465486223226038	0.464060472099066	0.862018153532873	0.493574889455829	0.514741595052825	0.241210162689806	0.043421711664669	0.239461561757204	0.100412697412675	0.308888987289153	0.5799673073827	0.0985743810370535	0.264716642485246	0.357595316457579	0.441805921096171	0.600429259644152	0.230705952018327	0.617959529925929	0.152758062220116	0.086395503285351	0.391178151235058	0.455049708585636	0.455975140216491	0.0899489321682383	0.354827388856428	0.11759722860634	0.0794277175334458	0.304416527800682	0.771171218164928	0.643450756370054	0.875935885518792	0.530351158847167
cg09526343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09552983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09566453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09581201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09593727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09597666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09612912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09640135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09671131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09690215	0.417039523139009	0.156867632376916	0.19527107507852	0.094887020235892	0.122493532145398	0.244042795936046	0.283984059201494	0.286216007892264	0.353875140882396	0.234644755911876	0.275443568257255	0.246774623456371	0.234062774334806	0.280642046543523	0.349715407683128	0.240805917608995	0.357537299548937	0.365542991845468	0.178424711450297	0.252188197071387	0.119162072002104	0.183257088043979	0.0988142031949034	0.163764462905156	0.113812781892467	0.267809305546864	0.299406980530525	0.132416410176894	0.192576798189483	0.281872780475187	0.416435822018299	0.330374355428554	0.203123259315622	0.138519728197386	0.12953532400954	0.398041004207771	0.243394221878218	0.363855972734615	0.277167368360943	0.0755754144356487	0.285552637079076	0.0654348778170771	0.0986873861039022	0.275665370951687	0.237264999709971	0.211624646959025	0.088531672186135	0.324683444872867
cg09690561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09700327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09712756	0.897701396984302	0.95127373591034	0.878972344906865	0.920501018470534	0.608164713082142	0.889657083490854	0.863242029113277	0.914193176615996	0.881783175115059	0.820345881425218	0.905325194307724	0.863971898586428	0.87727451667714	0.907475882000553	0.897033179895661	0.841858842451245	0.843086834602998	0.912911773473833	0.909054970343691	0.89822850197684	0.92102639164016	0.82039225649534	0.953640990586428	0.853849352704437	0.900022418591029	0.846674449993191	0.925069409662298	0.889043434453804	0.933683518661453	0.912163271691189	0.922632982150877	0.873937726087707	0.899935554574899	0.90668280248086	0.642795105242847	0.914895815171877	0.863979541006497	0.867380811829386	0.557646922490702	0.896389324361014	0.909703040062777	0.902438993700529	0.908161592418954	0.916353149764882	0.650868914984329	0.778266605666491	0.239361180963479	0.854964798391691
cg09713269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09741902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09785516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09791009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09808196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09829842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09838962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09853646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09860935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09881716	0.915014585792837	0.862167960159141	0.903807294755233	0.878458875034304	0.816756919162898	0.861214402704955	0.879090789464223	0.890900468195872	0.93938348670891	0.934610601402017	0.876708514781464	0.937825812623841	0.853895597597319	0.91063087843361	0.923017912023805	0.917620295307857	0.894758736553633	0.916835609911563	0.928974896457393	0.909194158728477	0.876249376684055	0.87891805674215	0.87417102594711	0.890945217734108	0.888036163620168	0.888287625084331	0.927173367436406	0.927081995121422	0.879744622117655	0.872823892439291	0.915986063116491	0.912627634064564	0.914932285945401	0.923297434186368	0.936751029147824	0.931716057509456	0.944046819994499	0.873196770089234	0.827038982362018	0.802752261048081	0.883874282104945	NA	0.846746954288589	0.898487398323432	0.701568551110566	0.876269579984025	0.647632009630056	0.889319300527987
cg09894096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09908014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09921719	0.942233644364507	0.496711044300983	0.517360351535041	0.921316584672859	0.617620209943416	0.663280801604338	0.615311456354331	0.644148592083716	0.922945798532653	0.582570319864131	0.899240913373519	0.938709691892722	0.498716372236097	0.676124937712362	0.869997581218559	0.905126463460067	0.880407524666003	0.776865230416012	0.897284098859594	0.66468209187845	0.934351613500561	0.624103826179845	0.192489836315589	0.736460576803103	0.298925213975751	0.923803928475059	0.868136083121496	0.5297267332141	0.755778122484347	0.686063881109265	0.863170030813416	0.840908652096321	0.805068276034868	0.848434595756017	0.942709173040209	0.236951442803202	0.871678162818834	0.914636790389342	0.762269194287485	0.730853265365124	0.674396000087601	0.726317596802152	0.491652862783178	0.696756901730376	0.923695089373701	0.687880882083858	0.319512244620484	0.811264296959854
cg09991426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10054980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10090044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10101533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10113618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10131227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10174975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10188698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10188909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10202675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10208777	0.130016203718418	0.812051184715565	0.29112439885226	0.174523328332566	0.19933677929466	NA	NA	0.429668021194669	0.823553864098182	0.529942577568147	0.396108885187735	0.244191450715018	0.165992022573997	NA	0.754669706195486	NA	0.66281309065233	0.549022841763838	0.170748423486275	0.57877100890251	0.117026156704088	0.303346512433991	0.405195799195772	0.820117881265011	0.134120916714896	0.327612509115511	0.557438490386561	NA	NA	0.59359466583715	0.553716737585354	0.553856126101938	0.757115156867549	0.129637000855706	0.517995739031792	0.131167123450117	0.676600764610837	0.54673351526267	NA	0.0724061368779184	0.324501351683431	NA	0.586140424490581	0.289270066578334	0.480154994734561	0.279746807755225	0.147449888056982	0.582773728339869
cg10213886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10223155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10241247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10266189	0.976428397483998	0.983012690257432	0.977672294627378	0.980241684459653	0.977214737925333	0.979272022526711	0.959845208669175	0.976172570365998	0.97576109905668	0.979109603563898	0.964230256120505	0.974582379414693	0.976174587523244	0.969646464319678	0.974436957882923	0.972047156855651	0.97237004497229	0.978875020726014	0.966203962737794	0.970288104135733	0.975555825701905	0.979669355764135	NA	0.971803417890905	0.97474754184811	0.951075633597981	0.974779759663529	0.975241820955479	0.971670311661077	0.976231020571831	0.978037813032976	0.974902295492437	0.976813561844127	0.98018173324507	0.969341648882725	0.977955520568214	0.97765542745921	0.981654969823552	0.975917436136332	0.97396843523264	0.981126201274211	0.974439130142467	0.970281945277661	0.980682312182563	0.967107188297757	0.969146560564911	0.967150555766698	0.982258431865898
