A_CpG_ID	TCGA-MQ-A4LP-01A	TCGA-TS-A7P3-01A	TCGA-LK-A4O0-01A	TCGA-3H-AB3S-01A	TCGA-LK-A4NW-01A	TCGA-3H-AB3L-01A	TCGA-SH-A7BC-01A	TCGA-LK-A4O6-01A	TCGA-SH-A7BH-01A	TCGA-SC-A6LM-01A	TCGA-TS-A7OZ-01A	TCGA-ZN-A9VW-01A	TCGA-SH-A9CU-01A	TCGA-LK-A4NY-01A	TCGA-SC-AA5Z-01A	TCGA-XT-AASU-01A	TCGA-3H-AB3O-01A	TCGA-SC-A6LQ-01A	TCGA-3U-A98I-01A	TCGA-MQ-A6BN-01A	TCGA-NQ-A57I-01A	TCGA-UT-A88D-01B	TCGA-UD-AABY-01A	TCGA-3U-A98F-01A	TCGA-MQ-A4LI-01A	TCGA-UD-AAC5-01A	TCGA-YS-A95B-01A	TCGA-UD-AAC4-01A	TCGA-MQ-A4LM-01A	TCGA-MQ-A6BS-01A	TCGA-MQ-A4LV-01A	TCGA-3H-AB3K-01A	TCGA-TS-A8AY-01A	TCGA-UD-AAC1-01A	TCGA-MQ-A6BL-01A	TCGA-3H-AB3T-01A	TCGA-3U-A98H-01A	TCGA-LK-A4O7-01A	TCGA-TS-A8AI-01A	TCGA-TS-A7P8-01A	TCGA-UD-AABZ-01A	TCGA-UD-AAC6-01A	TCGA-UT-A88G-01B	TCGA-LK-A4O5-01A	TCGA-ZN-A9VS-01A	TCGA-TS-A7P6-01A	TCGA-UT-A88E-01B	TCGA-TS-A8AS-01A	TCGA-ZN-A9VO-01A	TCGA-UT-A88C-01B	TCGA-MQ-A4LJ-01A	TCGA-TS-A7P7-01A	TCGA-UT-A97Y-01A	TCGA-YS-A95C-01A	TCGA-LK-A4NZ-01A	TCGA-SC-A6LP-01A	TCGA-3U-A98E-01A	TCGA-MQ-A4LC-01A	TCGA-ZN-A9VP-01A	TCGA-3H-AB3M-01A	TCGA-SH-A9CT-01A	TCGA-NQ-A638-01A	TCGA-SC-A6LN-01A	TCGA-YS-AA4M-01A	TCGA-LK-A4O4-01A	TCGA-UD-AAC7-01A	TCGA-MQ-A6BR-01A	TCGA-TS-A7OY-01A	TCGA-TS-A7P1-01A	TCGA-MQ-A4KX-01A	TCGA-LK-A4O2-01A	TCGA-SH-A7BD-01A	TCGA-TS-A7OU-01B	TCGA-3U-A98J-01A	TCGA-TS-A8AF-01A	TCGA-SC-A6LR-01A	TCGA-3U-A98G-01A	TCGA-3H-AB3U-01A	TCGA-3U-A98D-01A	TCGA-3H-AB3X-01A	TCGA-TS-A7PB-01A	TCGA-ZN-A9VV-01A	TCGA-MQ-A6BQ-01A	TCGA-TS-A7P0-01A	TCGA-TS-A8AV-01A	TCGA-ZN-A9VU-01A	TCGA-ZN-A9VQ-01A
cg03006531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03024791	0.1778851744783	0.375031298730682	0.649623124935663	0.260225270089388	0.291681869800104	0.258447684912335	0.657186066290526	0.598055353934252	0.108803426941981	0.542240211327383	0.472327325686219	0.417607596352713	0.501013552200421	0.268261001114226	0.354429507143938	0.466245569345972	0.515345953032141	0.423982036726524	0.429921767717696	0.672290903895366	0.307594636090078	0.678477000594803	0.300545535148513	0.358585210543612	0.536407337880246	0.456451061042612	0.427672027467102	0.263467251189015	0.488289708476696	0.560803751126232	0.646405554854096	0.532055639157562	0.683809508605019	0.622133973584849	0.478039895141671	0.674885629738177	0.659174757057463	0.408295587076087	0.313293336539082	0.642975069780913	0.271310736994473	0.52530670016234	0.557119696651277	0.538689224630272	0.442239263836031	0.361702145651621	0.449885022725197	0.440031480873426	0.804198376649949	0.612319638427919	0.568433900818351	0.753161096913456	0.420119958953653	0.739478660176819	0.715178108355808	0.551068518047789	0.764749831339183	0.692161829878405	0.254734279998025	0.822413126389738	0.487038345027805	0.220617118356143	0.741485592055748	0.490384370245322	0.512786731880696	0.177597362936634	0.715237182507375	0.458983393376343	0.362407537500642	0.56011758071669	0.408637486195498	0.593000947872135	0.451732409967988	0.723304666660635	0.251712347522539	0.64430063314149	0.433386346139043	0.31943088960014	0.179494032892039	0.500599859137481	0.615206241331465	0.374441249836231	0.499832503333688	0.467584721670839	0.568347535210001	0.387178652248497	0.212111054680654
cg03132202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03153172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03185975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03186367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03189593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03221698	0.937692572203709	0.957134671038586	0.933376966330368	0.944481460506206	0.945885477810676	0.916836091250632	0.934860183448335	0.947626280260347	0.912914429727953	0.951235973249186	0.895026085801079	0.904256102163584	0.736548887152931	0.95168778951193	0.909917989695566	0.940014429881841	0.902157625248369	0.946717291729433	0.938328673021141	0.963395049720318	0.959330163816869	0.940762041025932	0.949791654898826	0.896255346925648	0.936059260874622	0.933970431589995	0.941095197563998	0.949785374967925	0.963846930632209	0.959323396773996	0.944776933790272	0.948002758364481	0.959930226887252	0.963164695119036	0.863381895194104	0.919792629751435	0.906313677495559	0.960698013471657	0.952656107593742	0.948109026736165	0.941189560047974	0.915551511250382	0.909382888340716	0.944424947634683	0.957597106852924	0.95546622543295	0.885029399461427	0.944727368743732	0.917033921505158	0.955902186606471	0.964174173800143	0.940291334938474	0.930891705089802	0.940235632379921	0.948125907619458	0.939373624971986	0.951582036229381	0.956022391555956	0.621793568774364	0.945592538297828	0.954477950737509	0.953686639069723	0.94087706775022	0.931825509675349	0.955244474909585	0.964791621467309	0.956240182537824	0.937724210324583	0.897844031909823	0.925202781499976	0.940473769985499	0.9539424186686	0.941503876485116	0.94931203570807	0.946586997633399	0.946349811587041	0.920738607458274	0.928918200769688	0.890532322732989	0.948443708827213	0.949969150148231	0.9417454716132	0.944821567238758	0.913476474220141	0.891481014364808	0.954695963816649	0.901011368892115
cg03233224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03247301	0.698765344386275	0.791887641645734	0.840244269794411	0.866979631229444	0.438836931849615	0.347875187644187	0.872272839720231	0.856987273349129	0.226991412256038	0.869525299521874	0.691401164859923	0.692861587455073	0.898972566387214	0.306629777747849	0.622729880048793	0.769537081281886	0.787249868907965	0.63439802605475	0.767637873043559	0.861203780034126	0.480521239280995	0.931715056948527	0.763205648838136	0.738588808791859	0.894400866267195	0.478106599473314	0.791389033286195	0.560760104385992	0.562789437691441	0.917957313061846	0.892883838914701	0.905386636648735	0.884274277407563	0.909304411223392	0.80748475761688	0.823183778708482	0.83217481731483	0.893385613191693	0.705900365171608	0.797920372932352	0.642406719304447	0.631789893309738	0.885160687652296	0.843174335041741	0.516916895349975	0.656311134919498	0.747599508263446	0.803128651102539	0.893409917380031	0.883881015747067	0.552026321111202	0.788377546458822	0.72025379733222	0.339488225319744	0.803453429243153	0.646199041823785	0.465595493438783	0.532179116583167	0.361394959742011	0.898917817672743	0.766097919345124	0.525258184777824	0.867658115629705	0.827949631928615	0.715028369329012	0.650535267563525	0.901174736668069	0.721235929023763	0.50445662673195	0.866552264857828	0.66128738055448	0.893123596385846	0.886113065670415	0.653542193413444	0.672480198461843	0.598646011648987	0.579173812427167	0.840393012122036	0.473339322037431	0.908242911174854	0.885616330283883	0.82949343394697	0.611855629124212	0.431666488092086	0.78361135829114	0.388510215278225	0.768009070358909
cg03272020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03272958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03280759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03287616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03305017	0.863171286084181	0.904655445272126	0.66177933472021	0.929282395585099	0.913563444759968	0.807028797921359	0.819202854257946	0.855238720423158	0.710879665577704	0.883994485318015	0.824905109256718	0.895925570601088	0.899046725886645	0.888083462872801	0.864019216101992	0.890822994113377	0.759284584284572	0.81708385340953	0.784252124290671	0.829198917374547	0.651046194812324	0.858976962418636	0.903146992592562	0.844171805747765	0.904784516974772	0.881190337729729	0.9354857972624	0.812877513709503	0.882182089645002	0.906126885052863	0.8602117850603	0.881383183182723	0.876696886684875	0.901181113398515	0.698455725507015	0.814615966873043	0.773116475761893	0.865733363064084	0.859231393052425	0.273499177797595	0.825990236578077	0.843259061548322	0.919147291371044	0.867665332784327	0.827194129505475	0.83181675639954	0.871260432168953	0.813056193830249	0.794835779330658	0.849277747871753	0.635678148991028	0.922217901737398	0.836976202062564	0.86357848421491	0.825115370874267	0.614899287411145	0.867703622477599	0.889686149047016	0.657803992107649	0.882433722420498	0.687444051541194	0.916674536286388	0.847482118442735	0.757229114280472	0.664812895725221	0.728179012584376	0.764663390515502	0.486675083013245	0.680109494760196	0.773348087392002	0.702331069311926	0.727228633092474	0.869130652432509	0.845301173329631	0.839372068758908	0.793648432321189	0.827478700053818	0.922966154285944	0.85006083950485	0.870568697219179	0.867746579311445	0.916971062528766	0.882939591639615	0.871953047710766	0.759011031323821	0.838423490683833	0.910051625126797
cg03329408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03335128	0.940659122778799	0.920555767035478	0.913969472939023	0.903546196360544	0.886226132711253	0.901022507013946	0.888065437442719	0.897051159849345	0.932817868497772	0.909799621105133	0.908059437844238	0.861442559404536	0.913680273423704	0.908400929835476	0.884287538278581	0.874277750979684	0.886967092471047	0.916424311097517	0.89655361456332	0.926667435937241	0.942721021172511	0.875895712627762	0.922467455402157	0.865570300434095	0.867121998707164	0.905737880223177	0.906799461783015	0.880344949187842	0.88226506705823	0.924344573236083	0.957293745092569	0.899165168809376	0.905663562699378	0.875033542914018	0.859696617853515	0.886156767413838	0.834494893979799	0.896120066209207	0.825974816786005	0.456275669218656	0.909154632500744	0.898353403456047	0.892474522986309	0.919201974904739	0.929808910467112	0.906626933920654	0.823933058713965	0.870646086633895	0.931542218178648	0.858940083705464	0.934427549301174	0.920832052580019	0.922389267452391	0.840122302085804	0.871093733764908	0.902331037029353	0.925902094187027	0.918293774490176	0.932096798846802	0.880472054056484	0.903670790213928	0.88599125833354	0.834705472562503	0.848211458314173	0.89459553250825	0.899377431015566	0.948758564743315	0.8903258046436	0.915550702371552	0.854446884559728	0.904069226582327	0.930726194339683	0.8933443705509	0.891247085878207	0.874295210597136	0.9087626910132	0.887017860826685	0.853002772780954	0.905404249914939	0.893992954450177	0.911745818657908	0.658548065046998	0.902308177516596	0.884149255239739	0.915162381723332	0.92132382364311	0.909008262502984
cg03336458	0.917074676063213	0.970531970256771	0.899181712272986	0.912076397204802	0.923548472035076	0.896613682596228	0.867445045028461	0.930338893876413	0.955366764323219	0.866369821542077	0.916477846154397	0.897134092057988	0.885269546960665	0.902144137238821	0.91687538587953	0.920432490349787	0.8046805851362	0.896121257859469	0.89638394534179	0.915271607726573	0.896793948641853	0.924130632623698	0.902508488059711	0.926887654516951	0.915170068990305	0.942259258323927	0.905231296893317	0.915127257782289	0.92015278546616	0.955552738396808	0.849616108153792	0.91084675558281	0.892666646145132	0.934223330235037	0.752144918524214	0.875271463406464	0.753056396004878	0.916940378888358	0.852800906376936	0.922932552188902	0.921083591805662	0.907080568904506	0.93295496156718	0.879319619075711	0.926359821768067	0.909475824222033	0.92529853887603	0.841131447409722	0.890015271852477	0.914222821791527	0.957366188024534	0.930085563343951	0.876490438145303	0.881199220692875	0.86514472655399	0.912490964165957	0.829704062320686	0.89072947178976	0.917162794914683	0.863319018109735	0.927803743464967	0.854257472941539	0.947223095656921	0.859814911824516	0.881731143106838	0.910265439412367	0.368489953710828	0.843458087853413	0.898611426656369	0.86683664609087	0.923899408675084	0.950673627638169	0.865462831634487	0.836520458922643	0.88720639934682	0.913551568032245	0.883522277211615	0.927726082146699	0.890983049702887	0.835943762924462	0.894951283275661	0.950247427958223	0.903717089945098	0.904397375044476	0.888125687787752	0.845666071388858	0.94287921977667
cg03342862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03344608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03370330	0.787953680631908	0.89229859896671	0.894335497027954	0.882003063413659	0.876845563915024	0.669784710603591	0.747555029720971	0.858042828578752	0.512111191449426	0.923244877155682	0.774439623329703	0.91524810879064	0.481959222283041	0.607113186207779	0.833203578059133	0.875363237486321	0.85028473200924	0.900884828529674	0.839976198245832	0.683960816407231	0.410300940882519	0.874583550323226	0.837233186300048	0.864786872497795	0.563752954683848	0.917209385363795	0.800535533037751	0.94887921764942	0.933068006951038	0.955609703104611	0.901648111502645	0.928550371987395	0.577203395838888	0.357925142173734	0.715443428717473	0.90186953533152	0.895379964209165	0.931868243525235	0.751548871361583	0.870978669189	0.890739092704992	0.924371992640915	0.904860778609843	0.921234577379033	0.935348673588007	0.859125191281017	0.869626382190294	0.902831900451802	0.832537072844949	0.80769660584046	0.639016817041988	0.915798814227426	0.836831919586994	0.916711104653352	0.851919248598678	0.900888998480712	0.933768219848322	0.943613670399673	0.835368574758302	0.798477335796294	0.333359594103991	0.726814945592312	0.899538749294139	0.865559649855441	0.832318153383025	0.937690557253271	0.914647889307332	0.708185367328976	0.891603489988216	0.894529344303439	0.878968974503839	0.954557700548504	0.929043862972572	0.719366929513833	0.917326480738651	0.905415070940782	0.795559203966792	0.933990073637417	0.868207195157941	0.543603725095997	0.935069014897756	0.93497062511043	0.944333159513738	0.597145259594318	0.713341762981538	0.927762352770667	0.869246784374054
cg03374148	0.460998024481635	NA	0.734607711713111	NA	NA	0.264232952685652	0.670405636741961	0.755096834096472	0.251317946637317	0.567950421543042	NA	NA	NA	0.194968156512155	NA	NA	0.837680739931475	0.710658596322525	NA	0.663310101348276	0.389426955508001	0.667561993275733	0.166189613978233	NA	0.448797230284536	0.811956316119734	0.15123826532207	NA	0.809565268102448	NA	0.548141325496493	0.563022039807334	NA	0.837625825531412	0.557532491919651	NA	0.799207994877118	0.479182996620821	NA	0.821552874039706	NA	NA	NA	0.344222490916607	0.658223796074421	NA	NA	0.840334879386187	NA	0.771524382188039	0.835821045727431	0.177136447228616	0.688964087487526	NA	0.742005603931985	0.332453429533979	NA	0.776290368566192	NA	NA	NA	NA	NA	0.77881145078587	0.891580367836416	NA	0.841353995120997	0.741855994817267	0.349453234848471	0.80664487611615	0.859071271668712	0.917487347278687	0.683026280811427	NA	NA	0.241394533031386	NA	NA	0.333663962344657	NA	0.656754077260041	NA	0.87367612527612	0.420664532568778	0.784764504770001	0.816678953156205	0.246969964818541
cg03393472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03400512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03461361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03474461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03511766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03516394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03525847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03526100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03561071	0.955684356233782	0.948473540278957	0.854907168590843	0.935952823823465	0.815435301234081	0.845298207487328	0.896114100485896	0.891398879911871	0.170876725531043	0.911838323778825	0.919842356385531	0.910360507565986	0.911284558197542	0.927980450783139	0.739501539264529	0.848444851335969	0.740629532643166	0.904093250922405	0.891876301881608	0.937266449780209	0.4809144234215	0.852683245923143	0.939001045441907	0.936013837699406	0.929697699351865	0.936178369984289	0.921626337578557	0.914219458369525	0.899538088126342	0.926710142960833	0.840915373710701	0.903583862504548	0.707762721966573	0.808567728960699	0.707958343840486	0.816949882733355	0.82883209861096	0.91244940754944	0.921652939174448	0.838215917049154	0.931152566230371	0.915982372828763	0.906930683355123	0.881336996147894	0.911976231955666	0.927324302793668	0.658208298178559	0.870419773612223	0.924652421731496	0.934640078932849	0.896239307460927	0.368242174146957	0.850479825154577	0.880533288123754	0.888696333480765	0.728458810335636	0.925315488857381	0.920617369225673	0.931267313674539	0.908410801989242	0.768640674319712	0.933355670490282	0.872546964985887	0.796233901043405	0.927713920009232	0.913240207369561	0.945818088552604	0.85465663923371	0.921545192173708	0.922954875774895	0.807342762160816	0.908259807608887	0.920734197716625	0.903058902440334	0.865196376020957	0.913629273975447	0.731166887258151	0.946569139496491	0.840880053165822	0.938264909695134	0.87956589572793	0.947550781996681	0.923465443192867	0.900583590659688	0.856102902252231	0.863347841818462	0.926090472861549
cg03567106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03578552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
