A_CpG_ID	TCGA-KO-8415-01A	TCGA-KM-8477-01A	TCGA-KL-8337-01A	TCGA-KN-8435-01A	TCGA-KN-8432-01A	TCGA-KL-8326-01A	TCGA-KO-8414-01A	TCGA-KN-8431-01A	TCGA-KO-8410-01A	TCGA-KO-8409-01A	TCGA-KN-8421-01A	TCGA-KO-8413-01A	TCGA-KM-8476-01A	TCGA-KL-8332-01A	TCGA-KL-8341-01A	TCGA-KO-8403-01A	TCGA-KL-8334-01A	TCGA-KL-8344-01A	TCGA-KN-8424-01A	TCGA-KN-8427-01A	TCGA-KO-8406-01A	TCGA-KL-8329-01A	TCGA-KN-8419-01A	TCGA-KO-8408-01A	TCGA-KN-8434-01A	TCGA-KN-8436-01A	TCGA-KN-8437-01A	TCGA-KM-8441-01A	TCGA-KM-8639-01A	TCGA-KL-8336-01A	TCGA-KO-8416-01A	TCGA-KL-8327-01A	TCGA-KM-8443-01A	TCGA-KO-8407-01A	TCGA-KN-8423-01A	TCGA-KN-8429-01A	TCGA-KL-8343-01A	TCGA-KL-8331-01A	TCGA-KO-8404-01A	TCGA-KM-8438-01A	TCGA-KL-8345-01A	TCGA-KL-8340-01A	TCGA-KN-8428-01A	TCGA-KN-8422-01A	TCGA-KL-8338-01A	TCGA-KL-8325-01A	TCGA-KL-8323-01A	TCGA-KM-8440-01A	TCGA-KN-8426-01A	TCGA-KL-8335-01A	TCGA-KO-8405-01A	TCGA-KM-8439-01A	TCGA-KL-8346-01A	TCGA-KO-8411-01A	TCGA-KN-8425-01A	TCGA-KN-8418-01A	TCGA-KL-8324-01A	TCGA-KL-8330-01A	TCGA-KL-8342-01A	TCGA-KN-8433-01A	TCGA-KL-8339-01A	TCGA-KM-8442-01A	TCGA-KL-8328-01A	TCGA-KO-8417-01A	TCGA-KL-8333-01A	TCGA-KN-8430-01A
cg08488494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08509032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08547427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08593037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08596858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08670672	0.950348515358371	0.944500879327717	0.949293554907099	0.953721875001826	0.949914742031279	0.943316764595674	0.944533881416923	0.942640165858577	0.924047920996957	0.910959492903133	0.948892368872862	0.946503785350902	0.936405775638581	0.950695440150145	0.944023711130971	0.947618453517738	0.948412724701422	0.946691535666398	0.942495659607333	0.935316576318124	0.94748715910508	0.921114229699626	0.951518287114279	0.946133255865319	0.948453045525252	0.958569539816878	0.949833265807851	0.937564994655477	0.941837393369286	0.940519353557465	0.948997712472889	0.945862015842387	0.950760063641535	0.950197343779237	0.945195282897202	0.943251761062567	0.94182748468027	0.945332584068574	0.947319239925097	0.931541503118749	0.950069657635557	0.948465939331379	0.93111072561481	0.923264498611532	0.929311078683591	0.956740558942182	0.946890064566018	0.938596225163684	0.955472568646661	0.934463453200592	0.938912535526345	0.917239991324553	0.931268376639965	0.91986938410668	0.945132223602204	0.945924940558714	0.913947064241174	0.903223829641085	0.950761983515561	0.936951245722121	0.941604474520633	0.919402424951455	0.95111963645459	0.938367188114125	0.947833794446594	0.92619120803302
cg08694858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08714076	0.870872717805151	0.92113376968098	0.904081383912472	0.924266512483518	0.894026035363273	0.904097016564079	0.910638110319977	0.876640728269581	0.907352617086114	0.28019545426899	0.892707355621333	0.869946066710538	0.898183583755969	0.868330811901072	0.868124592969908	0.859198406406528	0.895756000394746	0.877247313480432	0.894721428269313	0.590922172586688	0.921709647276025	0.923014417727866	0.598259168832783	0.877860449900258	0.88308707371873	0.888656103471724	0.855065518761398	0.859749003538458	0.93491656305059	0.888253388332152	0.873984990981822	0.897690930849434	0.941001860854705	0.879377097895962	0.860984480031535	0.903297932201969	0.815656398598738	0.902097409216201	0.448395006568913	0.861663834110695	0.873489117282808	0.865698325583502	0.431359639145721	0.924614568035801	0.895566993534019	0.915572986302853	0.894932589961811	0.919631365640299	0.886380883396972	0.88175806840848	0.87210424312645	0.806430935743205	0.866886067841678	0.899236050689083	0.932968175677837	0.924401745279802	0.918047817624205	0.91250683411692	0.902151695317145	0.83034433807989	0.929899686494707	0.933383454651783	0.923635889273711	0.904374374189622	0.777339201353292	0.89502128284527
cg08773876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08786064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08789741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08796647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08804555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08829007	0.478315010671201	0.445568274788849	0.653169563123711	0.152376894169072	0.588909951095148	0.631947680884108	0.56790136832195	0.117041234915476	0.690072303942443	0.566732686822534	0.61261917814809	0.856544605549087	0.884449214724796	0.27497404422683	0.383277183861091	0.137699408379131	0.570960821816923	0.142819944359488	0.44623798651551	0.43021683146829	0.681485972112608	0.888066088491496	0.543504227115029	0.279019682088943	0.554736490214506	0.545105501802679	0.462334748924751	0.533876788140068	0.692640738431452	0.866628325003048	0.820023704875826	0.474272887211093	0.412844231129671	0.596339717934677	0.774255216990998	0.602413501256612	0.445689111810103	0.21992243421795	0.104304802346999	0.533312599662021	0.610527028670776	0.392397087694355	0.483256855555259	0.831419141306044	0.0708462427212834	0.672008317466663	0.509091108329905	0.918466452196051	0.571482249520428	0.935350339207219	0.23546970660329	0.495918982346316	0.544014087819299	0.0927748152244951	0.180488961845006	0.881825175960409	0.908515924686948	0.0747113054973992	0.181574775386954	0.304954271108909	0.935275417665045	0.622344011859328	0.776250746031524	0.478700252758355	0.698434269255697	0.481615120734079
cg08849542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08852035	0.91939204890867	0.932210971551079	NA	0.925385727996991	0.941510988280875	0.929541349060674	0.933250066055594	0.929884325436485	0.898025462369443	0.897928307631501	0.906001417510761	0.926940147104935	0.898498616714151	0.923443729026772	0.921597520476988	0.920411633976273	NA	0.938776598898981	0.91549270943312	0.922481743660135	0.907608855561563	0.892947352475929	0.710930037718151	0.88869070819047	0.925765462816709	0.931697176183622	0.900074141243728	0.925031801671807	0.909060970693902	0.929538315910216	NA	0.916046794344283	0.927350119337882	0.921615024810133	0.927571801069666	0.925468605821001	0.936920545792462	NA	0.642649763450175	0.948638930908519	0.929654671811893	0.936303647172964	0.903966068788553	0.888854713795461	0.896410030971983	0.91943522984774	0.895818807751318	0.923887322678466	0.91339163798106	0.913278415385105	0.919105278449697	0.905133240540916	0.897266213853269	0.906612119134235	0.926048843675244	NA	0.938814803315302	NA	0.924296773611245	0.799601430610774	0.87041795619611	0.906708273396036	0.905088104077341	0.900839907724265	0.926711087316055	0.933126286357315
cg08859406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08877035	0.0521715146749342	0.0579958307221706	0.0713629381015373	0.0694518390962868	0.0806695602667253	0.0565662805946191	0.0769120638408642	0.0675434773899589	0.0539496315815746	0.0692001069100207	0.0808688846360557	0.0470636451009753	0.0778060211753179	0.0723260949048337	0.0796409089218782	0.0657325911840524	0.0770435842340248	0.0795403483582494	0.0600466383879308	0.332691941458142	0.0533166867333951	0.0611421905230945	0.0648145649554032	0.101537099030623	0.0520060572389871	0.0511389813693674	0.060852872367549	0.0436274618524256	0.0551187561508392	0.060834850738433	0.0716374979362589	0.0545005167562942	0.0495234331848849	0.0545535918106398	0.0664574003314875	0.0511723442698545	0.0418960522285762	0.0334972192800069	0.0559473118666953	0.0476196644979131	0.0651624330853869	0.0543734117033216	0.158757045084422	0.0513952686929491	0.0508592839636261	0.0676638477628603	0.0464693635898572	0.0627597604569376	0.0615457780911439	0.0555529150905741	0.0618611074293492	0.0611873879058714	0.0474621211678567	0.0481380848677335	0.0576775152267947	0.0639079543616767	0.0484934840945822	0.0538785307542864	0.0514310872851772	0.053880605418277	0.0660901158468824	0.076988261244021	0.0464078947229157	0.0547902044120044	0.072307385831336	0.0524236428117737
cg08885316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08897010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08900656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08919528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08941098	0.484397386440937	0.797965478712673	0.909564292068019	0.880441393270357	0.902508644489058	0.875428237064049	0.918861445401596	0.920348687519932	NA	0.913237754044824	0.895606760610939	0.848117777366733	NA	0.853849155655668	NA	0.878762476810587	0.911291463977946	0.876159201119479	0.8517044264739	NA	0.631644285971119	0.887170859016052	0.180739490375516	0.886742430808117	0.921911486938866	0.889447012583669	0.871253148209289	0.890446589989438	0.870523431463265	0.877577872865561	0.887036461435967	NA	0.84899170184788	0.92519499558794	0.913378983119329	0.914359531465804	0.547923971724889	0.621863807571445	NA	0.675799649700124	0.894483448274482	0.938534354849747	NA	0.780050637840567	0.859506498558598	0.919954653831153	0.92350571277361	0.914658789538034	0.904459016803033	0.87462508560829	0.914035087104402	0.87909620883303	0.911928565945076	0.859916619735452	0.912579825183432	0.920443340047095	0.921076247515808	0.837438831209964	0.818117127989793	0.595628847873953	NA	0.883099157798658	0.855114665086498	NA	0.848463353282234	0.750172256530512
cg08979870	0.900852394245356	0.88873334009418	0.950158452533214	0.487017657157332	0.273257518425032	0.677847952935187	0.96068329214315	0.672696980607626	0.612158571442907	0.947047122523147	0.905151406683763	0.897390759811897	0.932590932752106	0.916565714148103	0.895255054579325	0.939149835744944	0.92892890029648	0.933303283606456	0.562696971332661	0.942173750473974	0.917429022838762	0.940647776847593	0.388632813084477	0.604303227802673	0.932324885978942	0.951242994810862	0.806766926859163	0.824332436901498	0.947942224883051	0.931586228197538	0.940659336441322	0.668263287914895	0.544874137268661	0.5796666617886	0.938260143807697	0.931618269172613	0.576336930897767	0.908987479162808	0.896695154297569	0.896857734942315	0.962758185504704	0.913746065018852	0.399745098856836	0.572827329778295	0.934818206741931	0.961295354182128	0.945374503439995	0.957901621777585	0.926169020657244	0.899500381107705	0.815857583443933	0.733089744936029	0.933984644223533	0.930846768236077	0.94655794498873	0.916494982200096	0.947325479976899	0.800461450110989	0.93703018477587	0.847374088880631	0.816730060393743	0.966338943812391	0.954552785209724	0.310715900591037	0.8803224589453	0.81872205139995
cg08982952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08996709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09003326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09067990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09078643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09091110	0.913334924875774	0.954706665738351	0.941329700340315	0.948437312000619	0.961249962510043	0.956742171671518	0.945065426268133	0.945549627490701	0.933789644545404	0.951967465867766	0.937115176832528	0.937354948945217	0.96028948304649	0.914809800200672	0.92273259102888	0.927999967502956	0.934014899922529	0.938191836961904	0.932173900803606	0.95390508484642	0.941779347077074	0.916814272946655	0.940515014985133	0.945818941678078	0.928331743179926	0.934495617444563	0.943052387228682	0.939607069150334	0.95999742676068	0.937421213233022	0.936010891480752	0.929801145691683	0.915463292480649	0.917166243003302	0.926074221138754	0.951251613015225	0.940101386681812	0.919844489270171	0.931764179190648	0.937468109889277	0.934876781710806	0.945010857121365	0.963569349055035	0.924354917055914	0.602729219419986	0.927830417178911	0.920185068810031	0.936961644756236	0.940679067767452	0.600103424637816	0.935298038831185	0.943550390978244	0.955391562547422	0.923118102205679	0.938492800660648	0.585900777468369	0.618695550640269	0.937820559872131	0.942335124974023	0.946205425916957	0.955101597047889	0.931514736829643	0.921009863917683	0.930542616242083	0.941770319278907	0.95285584796584
cg09121480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09124018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09168272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09203382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09226290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09248887	0.785198935695264	0.688281505022102	0.53895673308439	0.717280100649065	0.456656538284816	0.822543115468005	0.700740418683167	0.734790232935418	0.713055299511561	0.754787031656453	0.78221686296477	0.745219816860301	0.70253115076194	0.762124299261044	0.732051042941905	0.786709909991225	0.7729111828293	0.594572557021301	0.72622336834341	0.762675615616752	0.492323568774393	0.4860324479713	0.288612644407114	0.709589661705054	0.771985395491869	0.501734996115707	0.642696521199726	0.792604910971096	0.754681032872912	0.769658352427976	0.446014264946318	0.752663698547107	0.802908625992421	0.747717281248484	0.475097472887634	0.78879906588818	0.265649784936495	0.771381860593792	0.263354762286746	0.758781012413133	0.744890529032555	0.762948108432756	0.246809958248905	0.740180366486597	0.765593620078738	0.509704427967578	0.766244184511687	0.743376594343003	0.767474479199522	0.690455674755583	0.630902232058384	0.518696951152495	0.740102398574291	0.554002057499099	0.629619439085666	0.822740920319846	0.775727252004801	0.48803079463708	0.827133035197129	0.661978959438865	0.709144208436009	0.778927661047748	0.81084926332847	0.400889216735034	0.584672523224523	0.198775243088914
cg09294660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09321430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09325695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09334541	0.950654383128595	0.942847016980553	0.903631140961452	0.941685965448006	NA	0.937342118815149	0.913261506365385	0.946901123497848	0.848924434934232	0.944038585825058	0.948414241706166	0.954704480556976	0.855731339871865	0.760915565973539	0.93525028550097	0.926504954223905	0.942447924789863	0.746124793603295	0.948669854459461	0.75366588868535	0.940357757366171	0.917667974410764	0.597302824241235	0.925155212504775	0.940106770128884	0.921507874303609	0.952361002425371	0.916970616696657	0.944478060851077	0.944545615583117	0.928656068967886	0.922030978915034	0.959435634036303	0.934944797032606	0.946893182532357	0.946677427505273	0.68385295570536	0.93921566005123	0.397794812465202	0.948028519740536	0.94553191878793	0.762801158794021	0.602275499078058	0.881778917048414	0.922138633200178	0.933175448697866	0.679122859582111	0.943107030804921	0.961898560294144	0.932690352911924	0.761380504741303	0.909519104534125	0.921842850423036	0.899113111714065	0.840529153949332	0.92904591177019	0.949453185374157	0.926318548407013	0.952381660464258	0.876505091574526	0.926254422693788	0.930221792968656	0.94952228404747	0.867534744148544	0.877783462848677	0.834312755431154
cg09334636	0.797793314251299	0.933831597710113	0.958100410721317	0.943099182231104	0.66391187665511	0.945690479297834	0.967070201363946	0.716654673510181	0.833340081981217	0.693798448860016	0.733642745784884	0.937806476439119	0.644014264619801	0.726073239015584	0.95460512428975	0.384614862230544	0.947460561204275	0.961021723018101	0.965189183983074	0.853441641390395	0.67618414389151	0.691494457844619	0.447855057265649	0.957176654832569	0.750683119617938	0.630976442761124	0.964524335194692	0.966167286211498	0.694720734991253	0.598492767511945	0.956901157663777	0.530514685224502	0.692690303949914	0.957651495708727	0.952582975916201	0.963039014003096	0.502370663424457	0.944274424846088	0.936400690444773	0.947630793576134	0.957400814265615	0.705567714082206	0.938683741854072	0.533637362002667	0.959861350605793	0.962450518984426	0.637080382924106	0.291334133785172	0.404650938437063	0.954743452001478	0.873735659556484	0.956137054543059	0.946492018035699	0.705796002138845	0.747387718880808	0.284109172139237	0.39802903195399	0.30216943797594	0.736447783846566	0.962438563147947	0.835384831852501	0.676291106696859	0.654661655942933	0.942143402463572	0.96094545388339	0.952027513929579
cg09344219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09344229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09388113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09406715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
