A_CpG_ID	TCGA-N5-A4RV-01A	TCGA-NA-A5I1-01A	TCGA-ND-A4WA-01A	TCGA-N5-A4RO-01A	TCGA-ND-A4WF-01A	TCGA-N6-A4VD-01A	TCGA-N8-A4PQ-01A	TCGA-N5-A4RN-01A	TCGA-N7-A59B-01A	TCGA-N5-A4RU-01A	TCGA-N7-A4Y5-01A	TCGA-N5-A4RS-01A	TCGA-N5-A4RJ-01A	TCGA-N9-A4Q3-01A	TCGA-N8-A4PN-01A	TCGA-N8-A4PI-01A	TCGA-QN-A5NN-01A	TCGA-N8-A4PM-01A	TCGA-NA-A4R1-01A	TCGA-N6-A4VG-01A	TCGA-NF-A5CP-01A	TCGA-N8-A4PP-01A	TCGA-N5-A4RF-01A	TCGA-N5-A4RM-01A	TCGA-N5-A4RT-01A	TCGA-QM-A5NM-01A	TCGA-NA-A4QW-01A	TCGA-ND-A4W6-01A	TCGA-ND-A4WC-01A	TCGA-N9-A4Q7-01A	TCGA-N8-A56S-01A	TCGA-NG-A4VU-01A	TCGA-N5-A59F-01A	TCGA-N9-A4Q8-01A	TCGA-N5-A4R8-01A	TCGA-N7-A4Y8-01A	TCGA-N5-A59E-01A	TCGA-NF-A4WU-01A	TCGA-N9-A4Q1-01A	TCGA-N5-A4RD-01A	TCGA-NF-A4X2-01A	TCGA-N8-A4PO-01A	TCGA-N5-A4RA-01A	TCGA-N6-A4VE-01A	TCGA-NF-A4WX-01A	TCGA-N9-A4PZ-01A	TCGA-NA-A4QX-01A	TCGA-NG-A4VW-01A	TCGA-N6-A4VF-01A	TCGA-N8-A4PL-01A	TCGA-N6-A4V9-01A	TCGA-NA-A4R0-01A	TCGA-N7-A4Y0-01A	TCGA-NA-A4QV-01A	TCGA-N6-A4VC-01A	TCGA-NA-A4QY-01A	TCGA-N9-A4Q4-01A
cg08859406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08877035	0.0443208785563896	0.337252947289619	0.0430380053322331	0.125422155139748	0.072165268119643	0.0566591371827183	0.0578943796588614	0.0390832175230789	0.542965116923246	0.0535530492754631	0.0418890870650492	0.0477572191457516	0.0549131282096901	0.0712252173204055	0.0712626179621142	0.0576076726648356	0.0717626160577384	0.0644337391493416	0.310935909604903	0.0544180835143716	0.0704447095373686	0.0529964260026039	0.591687436406459	0.071195381060199	0.0363577299618105	0.0701033438709725	0.0797662040342131	0.0615557940903343	0.626028114113372	0.433588491241345	0.0583107530010906	0.0573014285991383	0.0724082186020805	0.0710481986716199	0.0665800506626431	0.418576322389758	0.0613231374574761	0.0554826260783891	0.0775341641725876	0.0489297878548163	0.0679202858572773	0.22218346756676	0.0679979602894962	0.054765817291752	0.0498049303277187	0.707893339066283	0.0551744010260621	0.0490413876300156	0.05211422701396	0.0556346569244474	0.496651018909386	0.244362964115579	0.0512676025965309	0.0749135837772042	0.0347369539872295	0.0614065777530728	0.392454694788982
cg08885316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08897010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08900656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08919528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08941098	0.766425510790587	0.749882809073797	0.852492774194947	NA	NA	0.401647325507432	0.758346187380731	0.237303606380625	0.772523896447643	NA	NA	0.762333878047083	NA	0.732470830722042	NA	0.818594306551485	NA	0.309639737323479	0.494819770556194	0.759394601625619	0.800108522116527	0.693985883388025	NA	NA	NA	0.454761242906997	NA	0.694737290509711	0.701133251458676	0.634661913000893	0.852386743738186	0.83453689579846	NA	NA	NA	NA	NA	0.784735267014162	0.428882487740087	NA	0.284107226859871	0.71401745444591	0.689361855972597	0.803086586305485	0.786175022063712	0.642093715679326	0.37880195305739	0.851311787746844	0.845458678631365	NA	NA	NA	NA	0.756481504739015	NA	0.663765393839547	NA
cg08979870	0.664627888188036	0.869456553869999	0.909928358137025	0.8986462962396	0.93363347283251	0.934303854834691	0.807258965021791	0.941198868049115	0.954022578441599	0.930824833976505	0.948116197945076	0.92478686191245	0.849516163276654	0.937130849379084	0.918995063417227	0.816356377627583	0.721322497986347	0.881823830233172	0.926514390615356	0.901609435776971	0.558564141534764	0.927336280834301	0.940277435473886	0.892242189066067	0.913478904606825	0.943610502499202	0.4181395279445	0.888049530880599	0.934983180249625	0.887505371777205	0.848186671363072	0.823981121114543	0.392107424251463	0.929767547673763	0.757083188208989	0.924735725906959	0.814416459931596	0.949926452956799	0.899257997819107	0.782252943283267	0.929746022121114	0.933926157464735	0.681938061938242	0.950066630714703	0.946336429054723	0.910934969902376	0.797784858540995	0.904287368007302	0.918169663521524	0.922128323831367	0.879688293276522	0.927179896706633	0.508498519243165	0.942549041098183	0.889473433787134	0.342751417664341	0.854018695990964
cg08982952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08996709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09003326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09067990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09078643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09091110	0.642269700484627	0.927612399710733	0.935661978814076	0.894810268703227	0.708280148003158	0.897492482310128	0.947216541817287	0.941221362161371	0.953007610028879	0.895868568737038	0.940228993974223	0.913288635316869	0.905825519273543	0.919327064653806	0.929021294949371	0.953521645084666	0.922050207583246	0.904282929576782	0.941027813235433	0.917328126892935	0.922143917659526	0.937698809805209	0.953960024972262	0.841282291906165	0.888679240596719	0.927720999798115	0.855281785995227	0.926928523023327	0.914939430826896	0.953376096367235	0.913230455469311	0.935221061174738	0.884913896059023	0.925380698939704	0.884337397956597	0.900849716321867	0.813311601881365	0.939231777198106	0.901168777335106	0.728547930757932	0.934828682817538	0.958430355387857	0.955097225878814	0.90750044321907	0.910861786302472	0.921355117977844	0.879872726475279	0.932567228082482	0.938387273171996	0.920184873151134	0.8265628319189	0.939411882630873	0.932747647396017	0.925421321925478	0.942019777937968	0.953726457428204	0.942376669165209
cg09121480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09124018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09168272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09203382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09226290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09248887	0.170804246331584	0.872007541307266	0.503997208571082	0.118415782773242	0.818495303586819	0.78853203677527	0.778102879764635	0.102721903016442	0.924989297622356	0.795464762684323	0.381560995559423	0.510255994642115	0.413986725003792	0.325910319993169	0.751465452468809	0.388775332935819	0.316619889974817	0.700503294125181	0.0667158068952099	0.86301644444426	0.671959170922819	0.491514124862091	0.747078896157781	0.714521608325013	0.721915959726065	0.916924212176258	0.578334335506078	0.816499940894258	0.767551841845672	0.536395942548837	0.844820005599569	0.597453243943316	0.374197585598488	0.709572634930904	0.450919844282433	0.551197267060897	0.527019598936185	0.918777160153153	0.118404364297985	0.491317242859752	0.493862826073274	0.54464355480262	0.675236328010492	0.813203231358234	0.861443568382831	0.831845750352604	0.52439761037577	0.870480098832883	0.762075936401777	0.854801496240829	0.664458645002456	0.827309904072905	0.209995990306755	0.306809156121228	0.605393559967611	0.491032808242321	0.111252810705644
cg09294660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09321430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09325695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09334541	0.246200480902072	0.840763392392855	0.838963744289658	0.278609894235952	0.699468904556626	0.513322941423209	0.779851191597556	0.415648033166844	0.529587626143403	0.668251775053505	0.84189932545661	0.88269958283394	0.861599771805199	0.915577920458248	0.909854063356474	0.737655618444095	0.572737099982342	0.781016643147831	0.36412934418464	0.925069608862296	0.320595307525231	0.872126941694822	0.285993855094584	0.860662287290474	0.4105209587774	0.700315705768216	0.669584930579316	0.652765612355276	0.826314079898045	0.861127245355951	0.729289574733554	0.682108938153405	0.485398187620426	0.899865603413518	0.564965833246285	0.900152582453101	0.445634171150594	0.915172180011728	0.753815694165396	0.276519079094993	0.338879374702402	0.881107415053944	0.709501745789579	0.702362393294635	0.883621429418327	0.398441865632603	0.518852889739922	0.843481038447704	0.928259265897238	0.894858104123075	0.909015972498283	0.866091682818121	0.193909165350667	0.895508496668861	0.902258364494135	0.877989567840053	0.621820418899576
cg09334636	0.846326381348201	0.907448879265588	0.957507908895621	0.943901600961219	0.851005975739454	0.946523929017405	0.919935592477116	0.95145685806238	0.872625710726268	0.90651185376611	0.952574302548502	0.694445956217813	0.947374257961731	0.932803360958761	0.903452551188174	0.393793250676744	0.919856746141677	0.56165063297211	0.94070314415096	0.929063357362876	0.928369946725258	0.954627736077013	0.932322411086787	0.935724247598947	0.752580895044844	0.941512396991663	0.642810010776117	0.9299721489869	0.736307136119076	0.948191264108194	0.921615727684789	0.942359841616536	0.837618925035892	0.877334243368047	0.948712548232498	0.948707129705557	0.934722718397068	0.9314384852541	0.814862516844747	0.544169451382671	0.80650937432395	0.945260127131008	0.92420416073732	0.725520226615595	0.957034106957257	0.731216802968257	0.912714286764623	0.932095250405579	0.929601886462662	0.94641037160095	0.924782728058407	0.934222480629594	0.942970431275757	0.945177584570315	0.450312746810064	0.95553612709291	0.931657785158065
cg09344219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09344229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09388113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09406715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09456493	0.343331221874474	0.698519222628949	0.835044860054	0.384775768641607	0.23063892748922	0.808042607456239	0.416014723039141	0.281201047816248	0.819157997430689	0.431625626347176	0.273859894182309	0.827867515546608	0.66574368180515	0.809868751310861	0.202178900004626	0.57952958520299	0.799407055292978	0.446613518391106	0.708523453932159	0.735974892308505	0.699430161433149	0.647900735660763	0.258843790392959	0.73863194703634	0.514046952992653	0.557727840415611	0.205006618331342	0.590376380732882	0.756333168476166	0.742396049964081	0.428536445980728	0.197589432622302	0.636207761727945	0.817090578008285	0.295828789839707	0.364914819678131	0.408898057698373	0.801098768078687	0.202367035132742	0.354233492161742	0.577762357310673	0.714697496769633	0.361419979672584	0.480405818736924	0.80830110346448	0.714876786236538	0.319130396944603	0.664066959965051	0.593438298565298	0.822022566969913	0.675656084721628	0.590255912835294	0.57042783304642	0.796092455989769	0.762038141238164	0.776586083441129	0.383002088896575
cg09459740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09474625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09492074	0.911185545061772	0.800641569681077	0.826289534881426	0.545521478851721	0.757755123726913	0.492786757256542	0.72578667433649	0.873488889773021	0.701138263925314	0.495848817263159	0.603140476960243	0.686609245616611	0.569519834330215	0.711448696202657	0.685857895562697	0.557542000699689	0.647072133960783	0.647781288989063	0.768917485430074	0.727443287304192	0.519726396949306	0.345959053971099	0.619377458144915	0.847424626905305	0.728559444173059	0.661487121624404	0.436721750749138	0.649547442665221	0.853780252748185	0.633235976905698	0.529838470762762	0.729780237621188	0.463599218488236	0.766662260343616	0.573216442100951	0.790804941302569	0.361949713135768	0.564859248576581	0.736339567695698	0.727570578770247	0.424728099403326	0.708014573996234	0.522257233763604	0.686490459147901	0.863485083301096	0.879992061099618	0.519669678933038	0.435575564397557	0.643171073227934	0.849871548073791	0.577695511933897	0.460471996953971	0.345375591712782	0.811637220581361	0.338320603180984	0.678001320480784	0.709574891006983
cg09526343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09552983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09566453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09581201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09593727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09597666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09612912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09640135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09671131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09690215	0.167597191296956	0.180345795839728	0.552497677329513	0.12603021325644	0.168179249368572	0.185672696536215	0.361425999411211	0.109369172268237	0.145020196222531	0.237886423509629	0.411527484489881	0.311955385415388	0.448629277510922	0.339232653864524	0.377998972873048	0.151165152963372	0.213220671543099	0.222741023924064	0.18886421291628	0.428877678311329	0.404418977406636	0.420889327314754	0.342538284597981	0.217330345495642	0.101353683783751	0.067059906050209	0.37761118816807	0.484950839623286	0.42351457991843	0.333638037385341	0.319304926115681	0.248577404549815	0.300612484377936	0.14443428883186	0.217144985635971	0.324910580123728	0.210368713827779	0.549456092848856	0.391801844220068	0.23780336322687	0.167755687257977	0.0862906705963672	0.262118123714491	0.127358219269533	0.413748372478296	0.182852138782687	0.329176603203334	0.558210618899269	0.268061237697263	0.457073709667812	0.142283948482885	0.263346110206838	0.105787766844142	0.185848888990785	0.600915168897425	0.481872495313772	0.403906384876645
cg09690561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09700327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09712756	0.311581215359823	0.36900330498253	0.87282362608565	0.505207232206915	0.441120616048449	0.754575034071679	0.4831206608709	0.776809665924652	0.904702657418175	0.491913000584719	0.248357719866625	0.316038191431547	0.437580556646404	0.324933961164771	0.142296672768569	0.60241406281223	0.867776318831318	0.614766342523282	0.531114768272733	0.376824830040361	0.896959376816283	0.610386095305045	0.265410813430223	0.756662940773338	0.598084093836588	0.826322782926921	0.166899777567665	0.522739178480025	0.833391804159652	0.838387284038345	0.27118211644376	0.167710853611683	0.514068551247318	0.400788717373815	0.254022932608727	0.641071894814968	0.463069699071952	0.861972956886009	0.185004480095573	0.315039725338365	0.867641095405452	0.842514554932251	0.239763212554712	0.856487488508509	0.531273217842715	0.75390668816368	0.268103800570984	0.931064443111658	0.714069388976138	0.522861236067326	0.481498371007895	0.718563503922	0.914782966122445	0.773434321438155	0.354801871621106	0.424102712272736	0.27837751354901
cg09713269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09741902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09785516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09791009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09808196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09829842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09838962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09853646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09860935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
