A_CpG_ID	TCGA-3G-AB0T-01A	TCGA-XM-A8RH-01A	TCGA-ZB-A96M-01A	TCGA-4V-A9QM-01A	TCGA-4X-A9FB-01A	TCGA-X7-A8DE-01A	TCGA-5G-A9ZZ-01A	TCGA-X7-A8M0-01A	TCGA-XM-A8RI-01A	TCGA-XU-AAY1-01A	TCGA-3Q-A9WF-01A	TCGA-4X-A9FD-01A	TCGA-YT-A95E-01A	TCGA-XM-AAZ3-01A	TCGA-X7-A8M3-01A	TCGA-X7-A8M4-01A	TCGA-X7-A8M1-01A	TCGA-4V-A9QT-01A	TCGA-4V-A9QN-01A	TCGA-XU-A931-01A	TCGA-XU-A92V-01A	TCGA-ZB-A96E-01A	TCGA-X7-A8D6-01A	TCGA-YT-A95G-01A	TCGA-ZC-AAAA-01A	TCGA-XM-A8RD-01A	TCGA-XU-AAXY-01A	TCGA-3G-AB14-01A	TCGA-X7-A8D9-01A	TCGA-4V-A9QQ-01A	TCGA-ZB-A96C-01A	TCGA-X7-A8DC-01A	TCGA-X7-A8D7-01A	TCGA-X7-A8M6-01A	TCGA-X7-A8DD-01A	TCGA-ZB-A96K-01A	TCGA-ZB-A96H-01A	TCGA-XU-A92X-01A	TCGA-XU-A92Q-01A	TCGA-X7-A8DJ-01A	TCGA-YT-A95D-01A	TCGA-ZT-A8OM-01A	TCGA-4X-A9F9-01A	TCGA-ZB-A963-01A	TCGA-4V-A9QW-01A	TCGA-ZB-A961-01A	TCGA-XU-A92T-01A	TCGA-4V-A9QL-01A	TCGA-4X-A9FC-01A	TCGA-3S-A8YW-01A	TCGA-5U-AB0E-01A	TCGA-XU-AAXZ-01A	TCGA-3G-AB0Q-01A	TCGA-4V-A9QX-01A	TCGA-ZB-A96F-01A	TCGA-XU-AAXW-01A	TCGA-XM-AAZ2-01A	TCGA-XU-A930-01A	TCGA-X7-A8DB-01A	TCGA-XM-A8R9-01A	TCGA-ZL-A9V6-01A	TCGA-YT-A95H-01A	TCGA-ZB-A96V-01A	TCGA-4V-A9QJ-01A	TCGA-3S-AAYX-01A	TCGA-ZB-A965-01A	TCGA-ZB-A96B-01A	TCGA-XU-AAXX-01A	TCGA-X7-A8M7-01A	TCGA-XU-AAY0-01A	TCGA-YT-A95F-01A	TCGA-X7-A8DF-01A	TCGA-4V-A9QS-01A	TCGA-XU-AAXV-01A	TCGA-XH-A853-01A	TCGA-3G-AB19-01A	TCGA-5K-AAAP-01A	TCGA-ZB-A96O-01A	TCGA-XM-AAZ1-01A	TCGA-ZB-A96G-01A	TCGA-X7-A8M5-01A	TCGA-5V-A9RR-01A	TCGA-ZC-AAAH-01A	TCGA-X7-A8M8-01A	TCGA-XM-A8RC-01A	TCGA-X7-A8DI-01A	TCGA-ZC-AAA7-01A	TCGA-ZB-A96L-01A	TCGA-XU-A92W-01A	TCGA-ZB-A96Q-01A	TCGA-XU-A92R-01A	TCGA-ZC-AAAF-01A	TCGA-XM-A8RL-01A	TCGA-5U-AB0D-01A	TCGA-3T-AA9L-01A	TCGA-ZB-A96A-01A	TCGA-XU-A92U-01A	TCGA-4V-A9QI-01A	TCGA-XM-A8RG-01A	TCGA-XU-A92Y-01A	TCGA-XU-A933-01A	TCGA-XU-A92Z-01A	TCGA-XU-A936-01A	TCGA-ZB-A96D-01A	TCGA-ZB-A966-01A	TCGA-3G-AB0O-01A	TCGA-ZB-A962-01A	TCGA-XM-A8RB-01A	TCGA-ZB-A964-01A	TCGA-XM-A8R8-01A	TCGA-XU-A932-01A	TCGA-4V-A9QR-01A	TCGA-ZB-A96I-01A	TCGA-ZB-A96R-01A	TCGA-4X-A9FA-01A	TCGA-XM-A8RE-01A	TCGA-X7-A8DG-01A	TCGA-X7-A8D8-01A	TCGA-4V-A9QU-01A	TCGA-XM-A8RF-01A	TCGA-XU-A92O-01A	TCGA-ZB-A96P-01A	TCGA-5U-AB0F-01A	TCGA-ZB-A969-01A
cg07005246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07021678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07088430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07165120	0.959745151241274	0.9534655194718	0.957297945324419	0.965431872632648	0.95406253696209	0.961970726751017	0.941824536738341	0.938870558166012	0.936164882224953	0.960537761668351	0.959794820959336	0.971034110376503	0.949376296648453	0.951451310293614	0.968305974386537	0.967313548927549	0.964339355505899	0.966145038483296	0.96843896298092	0.934887009931406	0.954138523821593	0.962618936990401	0.954880617802008	0.960412573879434	0.948921360418059	0.947897094172894	0.961676532531338	0.956943001110314	0.944555554567095	0.959822860710983	0.953589505197162	0.95140338001412	0.956401968025683	0.954964385253761	0.962714068554897	0.950179113555915	0.927243758418022	0.956421726965049	0.928165590096663	0.967088015677081	0.955067844119633	0.955296318092285	0.95736032296787	0.932133597842236	0.96906464179846	0.952650941322277	0.950217678152117	0.957391621226046	0.953107038125832	0.935440267369666	0.943375365788006	0.945744108102926	0.950440617777704	0.960830298263311	0.960982085848983	0.970441517234753	0.954048553287307	0.96162002290419	0.964270160511844	0.917717201896625	0.933279553112166	0.958918848466907	0.909814927297675	0.9407342434615	0.959464098440285	0.88455614220037	0.963348849832044	0.957140930607918	0.96187193061475	0.966123426575309	0.955684921119276	0.961301777262345	0.955887783622463	0.950603177103356	0.960875937502322	0.933097889097635	0.953638021164517	0.964403109723838	0.959214681511403	0.969731910362469	0.91403658343788	0.95909142994967	0.953583807566026	0.967843361134442	0.954723677887959	0.958060840794527	0.897816560266536	0.953647661749692	0.969111861552408	0.969223725541242	0.965649991374776	0.954544777490796	0.952191424390146	0.948238419820122	0.951549691605885	0.947734745187457	0.95653839424551	0.958578436688261	0.959673359134347	0.954725631486966	0.942310207333853	0.959202374985724	0.9265641442994	0.951539303203732	0.952049604712534	0.970172393085416	0.919146728527927	0.961177147433809	0.927159039573487	0.895472874516212	0.963323859166197	0.954844175353872	0.962491030624961	0.965151142532207	0.960676664971903	0.961810438042528	0.957567772777961	0.95705576706962	0.962564436255539	0.947763221044728	0.92876390468443	0.952950741804992	0.96379997729753	0.890910233686618
cg07170752	0.87458054389183	0.803339171216685	0.76541242316998	0.793781901453043	0.885387931249569	0.775408870807225	0.798837029159371	0.69315636595634	0.833247667483793	0.789301216668561	0.845764206536855	0.802742535774478	0.888951023667228	0.87965800598724	0.80372566438882	0.851257598261431	0.775380511254438	0.835167980488642	0.849885113735696	0.835353178818846	0.645185255399991	0.833124676298964	0.722603979189797	0.814278224596251	0.884566201821521	0.805823341340733	0.861717987331608	0.908133896543235	0.736604437495012	0.811266589787035	0.584689971167243	0.906960865670897	0.812849964473444	0.900172732422935	0.858150372896308	0.8809188346429	0.376056899013137	0.883627695664411	0.566476701350855	0.830040181523704	0.602260694681286	0.80748215054246	0.82490535630224	0.848460135713629	0.876181475837252	0.662721328754024	0.777684352425478	0.74285168194691	0.827929341961106	0.898677478060389	0.883935004197598	0.871430104269694	0.787181160487477	0.761302209654513	0.907951988653081	0.808159262455613	0.91402666343924	0.876967921759143	0.826675132799325	0.697510684066127	0.814186679434871	0.864375739510986	0.894199866632639	0.889135419865941	0.797472769840951	0.589453977533855	0.853404544236727	0.813110118744033	0.871923382120158	0.812338814835743	0.780777387487739	0.848411315646761	0.853167277419845	0.76234946293088	0.833312308022712	0.829623509035099	0.868809498610233	0.857298849164913	0.906127398944815	0.916331066796878	0.770418654845101	0.873582837533457	0.884568302543778	0.849324121808301	0.923119933542196	0.775897249996502	0.82815712968105	0.569047877473695	0.879364515460813	0.884657204377276	0.81605213506935	0.745664662952267	0.898023884630037	0.728347017690901	0.786670948452442	0.853365432392265	0.912180013731753	0.899344516619887	0.891399874287409	0.821909955882349	0.858901055719431	0.722833254808621	0.797347099934565	0.795137575908956	0.797053262364118	0.906967346814967	0.866738078496123	0.785651552159816	0.872239393448037	0.786917583670493	0.815095781409503	0.795277194526399	0.848707050409862	0.912402060774858	0.702785252406615	0.81085415515426	0.874538972460639	0.790715524313438	0.801277862293549	0.575625241423311	0.893001555347006	0.901044451686776	0.794771426004013	0.625106405821584
cg07221511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07228905	0.863415067015171	0.892426856966741	0.806344250502287	0.905454065994278	0.860815290903248	0.869938160421183	0.561691478913612	0.725942519350242	0.864474760246378	0.938917901115984	0.856213649461442	0.881007943178998	0.898428431353555	0.892871486790467	0.948669077757995	0.873398905957509	0.884127763384544	0.879850974916953	0.953336718550206	0.913224225285742	0.908365529608908	0.907248754625399	0.906841219952949	0.90419889125199	0.70539896571736	0.908719006022922	0.818384526262426	0.731352065188596	0.890742481692458	0.906543522162385	0.950290386880093	0.926619251452777	0.915729941461641	0.876959312604863	0.892300241530528	0.892933531023522	0.869967799144599	0.840884754938856	0.827604006956828	0.918071544862614	0.902905895231621	0.868401003685477	0.843888838066778	0.876836415453033	0.916489715987818	0.833910843494162	0.916770205726554	0.875352837214173	0.911556250991873	0.576504795315808	0.884839859914852	0.785318285120711	0.924775043955275	0.872709827360316	0.917756184528234	0.903442014204467	0.93831873429333	0.600424434745107	0.887704987666765	0.775356920034517	0.856728551673318	0.894546830847935	0.45821496633636	0.86175174539031	0.901308329671434	0.875208618435504	0.847460408304485	0.899271262007806	0.942169098075428	0.934366974449599	0.893342391448149	0.908900341714893	0.858491692194548	0.907158774897315	0.919716754948904	0.896531885852715	0.915645170609606	0.911288189669118	0.902383232091163	0.913840338135851	0.865029998820473	0.883070261060592	0.887983082327074	0.924055685812452	0.765712093784467	0.899991358291072	0.793763146517964	0.850325516926631	0.903149106593744	0.898488865033765	0.890128610436665	0.914400152433404	0.874009359746147	0.283735860998328	0.900708871930901	0.869305367400086	0.915411281302109	0.926580642818287	0.911716689903625	0.899333348178768	0.340002151433368	0.756285266447481	0.570667920418155	0.921707165170116	0.847262509496802	0.897211509349521	0.772941873035408	0.864032110199487	0.873724872077151	0.616223008022813	0.904002989549236	0.867226403360609	0.867962183598494	0.902029656112703	0.939105848994124	0.867058001970276	0.913150597415293	0.835622636496754	0.928289802878228	0.904249475204332	0.729434714012459	0.870407566852398	0.920338787150746	0.9202799383546
cg07242196	0.978108141763133	0.921808602643496	0.957498591595715	0.74334088644582	0.977490664719529	0.878028596835168	0.975762462283648	0.962797690986246	0.973128608162946	0.968673186960158	0.980282504390877	0.95947111872379	0.979739917302511	0.435123272739393	0.96953780948182	0.945656111957019	0.949869263713457	0.973496728021535	0.971924293034265	0.9700870628862	0.983786569563647	0.785445554727151	0.968994918413622	0.972900290815763	0.978058953732132	0.973715420651408	0.971099405867405	0.979089323366383	0.979192266507792	0.971666964771646	0.972852401504319	0.972680764929699	0.982246564204232	0.96729202666978	0.977588785994579	0.956946210933832	0.762118585026797	0.97933673247556	0.777990510973063	0.975670384975408	0.852289370231602	0.963950745420836	0.9689481394095	0.912975160035591	0.979342515704665	0.968091607541452	0.837005557685363	0.978000082663932	0.928855947514838	0.198312142170231	0.974814506546273	0.960477680492273	0.722851038563194	0.978296761004323	0.972641438668273	0.968646606819003	0.950484748045917	0.979285659367349	0.979153189618343	0.975439581583327	0.829692139391822	0.979483578558152	0.972643169189124	0.977203836147446	0.981628777555577	0.710508032400714	0.898547349585234	0.974550265917872	0.982355577314001	0.952572109288076	0.943272992952268	0.982593395334856	0.981341967453098	0.965077552923773	0.976769098735837	0.974152577721536	0.97850704200861	0.97170481470952	0.972647049442269	0.973418358148514	0.955087453224949	0.970684060823486	0.973898983600159	0.971553379287317	0.965040720223899	0.928085906085178	0.485780918270651	0.906874978231892	0.976739771698901	0.928460831580524	0.903946260916326	0.969935436216917	0.980421883261147	0.972793829863302	0.973347868597739	0.974772303469977	0.939526818801014	0.974204868862694	0.855340111711654	0.978357206363024	0.287000902208914	0.960411076858471	0.973254732349055	0.952597856907379	0.959305378474567	0.971372187009236	0.609599440896703	0.981008121742872	0.929946976418986	0.900209406856798	0.976726607894126	0.974715057362583	0.977734361083366	0.973164401962948	0.911150332201707	0.979244033840752	0.980172713867163	0.887428433795323	0.952039603287953	0.967818659484501	0.744449287502431	0.976886784818272	0.943088075624435	0.698509696332293
cg07244523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07252846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07277465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07283015	0.957139792714319	0.971091947231394	0.963188963046975	0.962204167981302	0.963085039438813	0.973701904501605	0.953532700906016	0.944062856154644	0.945779368086898	0.965448689144053	0.95849453988697	0.9591315348965	0.952382883052946	0.965148386569758	0.967228406381487	0.971326422914805	0.953423456549299	0.966939920351211	0.929110966863395	0.947510687751936	0.95392587432214	0.970485946626882	0.967542598887541	0.961820828023485	0.953530037396965	0.961682174745199	0.968537512959807	0.95641652291617	0.967101392667061	0.967655940234134	0.946984406264437	0.962680467545084	0.962112869281671	0.970797411368052	0.970503228011574	0.944988997274758	0.927879702983392	0.964608493089524	0.957865453525968	0.974015519852269	0.956919629004074	0.968557002930026	0.957107778016977	0.950339483773841	0.974300606446308	0.947043769038944	0.958251781856166	0.956593305048055	0.974727770305145	0.397679779338192	0.960335889866475	0.876026044998994	0.973009713867869	0.948155927427279	0.966353913601354	0.953757792348916	0.96555969198379	0.961363544448516	0.954977140416767	0.957510332331881	0.962518371176123	0.961885061651559	0.788083565951915	0.966897866304262	0.968702978556335	0.957451498657304	0.964417737933345	0.962504138952884	0.967922011322027	0.965981925923084	0.966522706130869	0.963053184132096	0.966977070293935	0.956214385761685	0.957412250885842	0.821351872208903	0.960619937806792	0.968595149464457	0.97525930140665	0.96785274303291	0.951587570858539	0.959247386072911	0.969494271712159	0.963902232895462	0.951528864304648	0.964296120619711	0.494512393667419	0.960221727857774	0.968696765841432	0.968099633457604	0.975521594973123	0.961767377389858	0.964134573690943	0.798643385508197	0.950408405590163	0.967127107228329	0.96678981823894	0.955943425279738	0.961136279615568	0.960749208103723	0.891413160377139	0.947014105917426	0.865908230721097	0.96476863613339	0.942370373245848	0.97309083973224	0.943553174815166	0.966738798780805	0.973219212198777	0.923475464708166	0.962614269488779	0.970165643104278	0.947835843213764	0.964557199677463	0.960149465818479	0.967435281069329	0.968539750437358	0.960453902220694	0.965243377382196	0.970013251635995	0.961461815953064	0.961135716899878	0.961335385446362	0.959620114138886
cg07372195	0.935305886578607	0.946786844011154	0.940718916609144	0.936371869484799	0.948111105030362	0.961712081452305	0.955169195475142	0.913416975138777	0.922352380822278	0.945654242430523	0.936632820275374	0.945918912947088	0.95824590776756	0.935615136886398	0.932447782551874	0.947118141048231	0.930916828112406	0.946029179856287	0.946869319927274	0.929023170776677	0.948113462419622	0.966045804110185	0.936820194388299	0.959984371411676	0.956949987820183	0.935609695389389	0.949531983990519	0.939060038401443	0.944671801524569	0.939570953892359	0.948077491232653	0.932202430640012	0.948341304375277	0.942142071959565	0.926465658136692	0.956329056586284	0.967912018580835	0.949835365816537	0.932049631828878	0.952621278613757	0.93181499840209	0.953181696527822	0.898462915228188	0.95522501136282	0.952598937922349	0.932284236152661	0.947744539376196	0.938816895957411	0.952232204987845	0.941990106550936	0.938622976755012	0.957995938986558	0.948680984275672	0.955590855876916	0.93999833412627	0.947407951952465	0.933131281069822	0.934627262931899	0.958497285074236	0.948736475851348	0.962185034148384	0.957159331974641	0.958576711510302	0.944912660010066	0.952183302268648	0.916430049121063	0.963027406919865	0.947688333372551	0.934900911172792	0.969580578732715	0.960126419784536	0.967797785834386	0.952525526760899	0.95525681258499	0.936708760908341	0.940603609557884	0.946313625825664	0.953436073546094	0.951828129337865	0.957992823041875	0.932691173054185	0.941941198333368	0.95721203607425	0.948375820632706	0.887633126348046	0.955536961532065	0.959433297996957	0.954909166407527	0.948099699236354	0.963976966676122	0.958270780230467	0.940250116026503	0.936975034497396	0.947558270605871	0.929675589968013	0.961382973120541	0.935308140702435	0.938087757439379	0.950522962312775	0.927884590248481	0.938529324896731	0.93511203791548	0.948016229587146	0.959976723278571	0.925533181486288	0.957777862662778	0.951745396903097	0.955596347779184	0.972476964476361	0.941041965461047	0.951564027217469	0.950013300902281	0.960334534012593	0.954952593885367	0.94591227809689	0.957861777918269	0.922369589849024	0.949585128409804	0.953531127080268	0.935779276479113	0.960910615689902	0.956719820697585	0.961519654258891	0.927449277521444
cg07378405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07421068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07427559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07508429	0.891476885716094	0.923556921172601	0.881746258668375	0.890948517865301	0.892879596152342	0.923283694826382	0.913385325542494	0.828060152300992	0.86120963869215	0.91497419570957	0.883101817760439	0.878286312292701	0.934809300043334	0.817768508640535	0.911510907722642	0.885662381493417	0.872604402060328	0.914980044041131	0.91331771021308	0.896951821816057	0.911792986663353	0.915344247534379	0.893229992304246	0.919612157914476	0.936804227309055	0.910595624654769	0.928999290035459	0.92671081727945	0.916154877124249	0.88034019330652	0.922621739851411	0.873113849345857	0.894201932651907	0.882645848234933	0.861483425964713	0.918899874612151	0.928553504876467	0.884894697286931	0.837636821005873	0.930407263621183	0.881210237332426	0.903028533172129	0.8641569879387	0.933886100189337	0.916050193550203	0.897857747639123	0.884256721952716	0.905170556857594	0.857082219089146	0.831573195274107	0.916381240682227	0.913377260374855	0.909491321577025	0.932939490204299	0.918004493902658	0.916453823957	0.919353001465671	0.895384548826557	0.932240294286213	0.91167331265642	0.935488883142578	0.945501964425431	0.91311037535735	0.920696748357272	0.928403288776072	0.893023546107919	0.938374457595494	0.921145990569326	0.907072326388185	0.917850528188396	0.936889646558018	0.940791851084562	0.876125272424758	0.928624883123145	0.871825650081444	0.900685898790817	0.903526322276826	0.910651710690433	0.870968957040828	0.932064023208387	0.893754523668624	0.905740321573035	0.936483145755422	0.913212407976504	0.866659057939299	0.919742733602086	0.925968744270818	0.924990637306387	0.878500947786152	0.932981031415747	0.864696012060673	0.894363590173413	0.917078544273912	0.878465412930649	0.914205536702001	0.924877997501726	0.903180165572671	0.889057555741974	0.895638575589375	0.8688817657649	0.868666535838263	0.84815123115606	0.918784252836289	0.922914018372955	0.875430071073095	0.931602837390256	0.919378365219389	0.924168641203088	0.934374486090361	0.908238443468237	0.910867752826186	0.926496122121095	0.91115395778306	0.915244879239899	0.916419176403021	0.821688148309922	0.871153196613135	0.930765049124354	0.928517637404652	0.915820118251723	0.923798481146115	0.937694980231519	0.904461775108863	0.884872251721082
cg07516965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07532159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
